Well,Depth,Pore,GR,SP,CAL,K,TH,U,DEN,AC,CN,PERM,STA,Lithcore,Lithdebris,Faces
TZ12,4416.087,6.47,9.133672183437794,6.90272866666664,9.335,1.1440000000000001,6.939,1.55,2.588,64.5,6.531000000000001,0.737,S1K3,,4.0,3.0
TZ12,4416.237,5.0,7.0993882921569025,7.334567999999969,9.322000000000001,1.148,6.849,1.5290000000000001,2.6189999999999998,59.681000000000004,5.151,0.46,S1K3,,4.0,3.0
TZ12-1,4325.108,10.122,9.65747100271122,11.081982666666669,8.4,,,,2.488,67.973,13.154000000000002,1.8869999999999998,S1K3,,5.0,
TZ12-1,4325.418,12.159,12.093913715326202,12.050760666666696,8.375,,,,2.483,70.117,11.57,17.407,S1K3,1.0,5.0,
TZ12-1,4325.4490000000005,13.89,12.469270359692675,13.771003333333347,8.372,,,,2.483,70.76,11.287,24.143,S1K3,1.0,5.0,
TZ12-1,4325.588,16.622,13.903634834185166,15.517398666666548,8.363999999999999,,,,2.481,73.506,10.202,66.333,S1K3,1.0,5.0,
TZ12-1,4325.708,14.36,14.47396154777942,14.072511066666578,8.362,,,,2.478,74.85,9.742,101.417,S1K3,5.0,5.0,
TZ12-1,4325.799,14.37,14.505830333623592,13.960688566666569,8.367,,,,2.476,75.016,9.738,115.40299999999999,S1K3,5.0,5.0,
TZ12-1,4325.999,12.11,13.924832271256236,13.201001333333286,8.406,,,,2.472,73.736,9.798,90.99799999999999,S1K3,5.0,5.0,
TZ12-1,4326.269,8.91,11.378089005811841,9.679941999999995,8.494,,,,2.47,68.066,10.133,38.433,S1K3,5.0,5.0,
TZ12-1,4326.4890000000005,6.83,10.561923851582987,8.213780666666626,8.517000000000001,,,,2.481,66.906,10.068999999999999,21.365,S1K3,5.0,5.0,
TZ12-1,4330.918,7.41,9.08371686204466,7.914720666666656,8.199,,,,2.5810000000000004,64.515,9.151,0.6940000000000001,S1K3,1.0,5.0,
TZ12-1,4332.418,14.717,11.893276932170199,13.648687333333307,8.566,,,,2.5610000000000004,68.32,16.359,2.6319999999999997,S1K3,5.0,5.0,
TZ12-1,4332.438,13.038,11.854375486530344,11.938709555555533,8.557,,,,2.557,68.119,16.116,4.1339999999999995,S1K3,5.0,5.0,
TZ12-1,4332.659000000001,9.49,11.217138183862989,9.731652666666678,8.488,,,,2.524,66.084,12.370999999999999,12.620999999999999,S1K3,1.0,5.0,
TZ12-1,4333.289000000001,10.21,12.671444035848147,13.453832666666646,8.536,,,,2.64,71.031,14.085999999999999,2.039,S1K3,5.0,5.0,
TZ12-1,4333.389,11.45,14.591876861120266,11.876106000000012,8.567,,,,2.661,76.487,15.665999999999999,0.105,S1K3,5.0,5.0,
TZ12-1,4334.569,12.16,10.017738501743603,11.122645333333322,8.663,,,,2.5660000000000003,66.619,11.545,0.685,S1K3,5.0,5.0,
TZ12-1,4334.779,14.81,9.193253886293526,12.51803599999996,8.672,,,,2.533,66.327,9.648,3.213,S1K3,5.0,5.0,
TZ12-1,4334.929,12.3,8.918335676142304,11.053721555555565,8.677,,,,2.532,66.181,8.729,3.742,S1K3,5.0,5.0,
TZ12-1,4335.779,10.23,8.519268793187706,9.36025000000001,8.525,,,,2.5839999999999996,63.907,10.459000000000001,0.754,S1K3,,5.0,
TZ12-1,4336.509,10.22,8.201486567739911,7.041359999999962,8.519,,,,2.611,61.214,11.368,0.321,S1K3,5.0,5.0,
TZ12-1,4336.759,11.18,8.581425772996942,8.61949133333335,8.514,,,,2.588,62.765,13.228,0.6709999999999999,S1K3,5.0,5.0,
TZ12-1,4336.898,12.484000000000002,9.452208794564582,8.60017799999999,8.512,,,,2.585,64.98,13.465,0.747,S1K3,5.0,5.0,
TZ12-1,4337.679,13.99,11.408717844898618,10.502681333333333,8.517000000000001,,,,2.52,69.669,12.099,5.008,S1K3,5.0,5.0,
TZ12-1,4337.918,12.328,11.421194656787414,11.403169333333322,8.522,,,,2.512,69.48100000000001,11.540999999999999,7.018,S1K3,5.0,5.0,
TZ12-1,4338.289000000001,11.95,9.637139599882055,10.874778000000004,8.519,,,,2.531,65.90899999999999,10.384,3.9219999999999997,S1K3,5.0,5.0,
TZ12-1,4339.369000000001,6.69,8.30252893021933,7.753540000000026,8.479,,,,2.593,64.422,11.288,0.58,S1K3,5.0,5.0,
TZ12-1,4339.6990000000005,11.31,7.498520398392899,6.168366666666691,8.443,,,,2.574,62.751999999999995,11.25,1.0659999999999998,S1K3,5.0,5.0,
TZ12-1,4340.049,13.68,8.262160733143258,11.408696666666655,8.459,,,,2.516,63.397,10.280999999999999,5.297999999999999,S1K3,,5.0,
TZ12-1,4340.429,11.02,10.431254047315203,11.658831999999993,8.52,,,,2.519,66.546,10.607000000000001,5.7620000000000005,S1K3,,5.0,
TZ12-1,4340.9890000000005,12.36,10.975580637557451,12.611056666666718,8.521,,,,2.546,68.223,11.929,2.479,S1K3,5.0,5.0,
TZ12-1,4341.358,12.469000000000001,10.461690035841334,12.267743333333371,8.522,,,,2.543,68.575,12.450999999999999,2.467,S1K3,5.0,5.0,
TZ12-1,4341.809,12.26,9.534084372333279,11.288960666666684,8.511000000000001,,,,2.532,66.835,11.561,4.041,S1K3,5.0,5.0,
TZ12-1,4342.349,7.44,7.675052520061946,7.405467333333356,8.516,,,,2.506,63.868,10.885,9.613999999999999,S1K3,5.0,5.0,
TZ12-1,4342.628,7.822,11.282317690853564,8.837788666666688,8.51,,,,2.64,72.316,11.76,0.295,S1K3,5.0,5.0,
TZ12-1,4343.229,5.53,4.990651657404095,5.96082133333328,8.537,,,,2.6180000000000003,57.88,8.686,0.261,S1K3,5.0,5.0,
TZ12-1,4344.128,11.185,11.943141711591931,11.621291333333343,8.504,,,,2.563,70.283,9.748,1.061,S1K3,5.0,5.0,
TZ12-1,4344.299,12.41,11.869503782059013,12.832800000000017,8.508,,,,2.53,69.648,9.935,1.859,S1K3,5.0,5.0,
TZ12-1,4344.889,12.47,11.208132399604256,12.88438266666671,8.516,,,,2.456,68.536,12.347000000000001,40.442,S1K3,,5.0,
TZ12-1,4345.4490000000005,14.17,11.099242183015964,13.452477333333396,8.517000000000001,,,,2.523,68.219,10.402000000000001,8.596,S1K3,,5.0,
TZ12-1,4346.168,5.289,6.357202487009007,5.983232666666603,8.513,,,,2.657,59.665,9.033999999999999,0.08,S1K3,,5.0,
TZ12-1,4346.499,5.12,6.76879263346421,5.723026666666687,8.512,,,,2.64,61.028,7.716,0.15,S1K3,,5.0,
TZ12-1,4347.208,7.13,9.340555806178656,7.951225999999986,8.48,,,,2.6260000000000003,63.585,5.715,0.207,S1K3,,5.0,
TZ12-2,4329.572,16.6,12.59446909277983,15.785766666666769,8.582,,,,2.509,71.235,13.345,1.902,S1K3,,5.0,
TZ12-2,4329.822,16.699,13.254771491882291,15.214006666666648,8.56,,,,2.479,71.762,14.058,3.1639999999999997,S1K3,,5.0,
TZ12-2,4329.972,14.934000000000001,13.521841076296338,14.962251999999925,8.546,,,,2.444,71.72399999999999,13.130999999999998,5.564,S1K3,,5.0,
TZ12-2,4330.032,14.92,13.556847159994707,14.846552666666607,8.544,,,,2.4330000000000003,71.654,12.713,6.547000000000001,S1K3,,5.0,
TZ12-2,4330.222,14.574000000000002,13.03372787220673,14.141042000000027,8.582,,,,2.447,70.78699999999999,11.806,5.422000000000001,S1K3,,5.0,
TZ12-2,4330.443,12.094000000000001,11.614767436465476,11.49470733333333,8.639,,,,2.52,68.939,11.95,1.805,S1K3,,5.0,
TZ12-2,4330.673,9.079,10.173118014952674,9.395785333333322,8.646,,,,2.571,67.005,14.592,0.861,S1K3,,5.0,
TZ12-2,4330.722,9.731,9.958149698747947,9.947019999999998,8.645,,,,2.572,66.642,15.367,0.7290000000000001,S1K3,,5.0,
TZ12-2,4330.822,9.29,9.764276408025246,9.537629333333323,8.651,,,,2.5610000000000004,66.07600000000001,16.405,0.732,S1K3,,5.0,
TZ12-2,4330.923,8.921,9.69058088313789,9.248400666666662,8.658999999999999,,,,2.546,65.627,16.68,0.892,S1K3,,5.0,
TZ12-2,4331.072,9.058,9.63836412144254,8.829416000000027,8.662,,,,2.526,65.149,15.889000000000001,1.308,S1K3,5.0,5.0,
